timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1606190344855,8,HTTP Request GET,200,,Thread Group GET 1-20,text,true,,24542,132,1,2,http://localhost:8090/api/customer/,7,0,0
1606190344859,5,HTTP Request POST,200,,Thread Group POST 2-31,,true,,121,288,1,2,http://localhost:8090/api/customer/,5,0,0
1606190344864,8,HTTP Request GET,200,,Thread Group GET 1-21,text,true,,24712,132,1,2,http://localhost:8090/api/customer/,8,0,1
1606190344868,6,HTTP Request POST,200,,Thread Group POST 2-32,,true,,121,288,1,2,http://localhost:8090/api/customer/,6,0,1
1606190344873,7,HTTP Request GET,200,,Thread Group GET 1-21,text,true,,24803,132,1,2,http://localhost:8090/api/customer/,7,0,0
1606190344875,7,HTTP Request POST,200,,Thread Group POST 2-32,,true,,121,288,1,2,http://localhost:8090/api/customer/,7,0,0
1606190344883,5,HTTP Request POST,200,,Thread Group POST 2-32,,true,,121,288,1,2,http://localhost:8090/api/customer/,5,0,0
1606190344881,9,HTTP Request GET,200,,Thread Group GET 1-21,text,true,,24888,132,1,2,http://localhost:8090/api/customer/,8,0,0
1606190344889,6,HTTP Request POST,200,,Thread Group POST 2-32,,true,,121,288,2,3,http://localhost:8090/api/customer/,6,0,0
1606190344894,6,HTTP Request POST,200,,Thread Group POST 2-33,,true,,121,288,1,2,http://localhost:8090/api/customer/,6,0,1
1606190344890,10,HTTP Request GET,200,,Thread Group GET 1-21,text,true,,25059,132,1,2,http://localhost:8090/api/customer/,10,0,0
1606190344900,5,HTTP Request POST,200,,Thread Group POST 2-33,,true,,121,288,1,3,http://localhost:8090/api/customer/,5,0,0
1606190344900,10,HTTP Request GET,200,,Thread Group GET 1-21,text,true,,25144,132,2,3,http://localhost:8090/api/customer/,9,0,0
1606190344906,6,HTTP Request POST,200,,Thread Group POST 2-33,,true,,121,288,1,2,http://localhost:8090/api/customer/,6,0,0
1606190344904,10,HTTP Request GET,200,,Thread Group GET 1-22,text,true,,25229,132,1,2,http://localhost:8090/api/customer/,9,0,2
1606190344913,6,HTTP Request POST,200,,Thread Group POST 2-33,,true,,121,288,2,3,http://localhost:8090/api/customer/,6,0,0
1606190344914,8,HTTP Request GET,200,,Thread Group GET 1-22,text,true,,25314,132,1,2,http://localhost:8090/api/customer/,8,0,0
1606190344918,6,HTTP Request POST,200,,Thread Group POST 2-34,,true,,121,288,1,2,http://localhost:8090/api/customer/,6,0,1
1606190344925,4,HTTP Request POST,200,,Thread Group POST 2-34,,true,,121,288,1,2,http://localhost:8090/api/customer/,4,0,0
1606190344922,9,HTTP Request GET,200,,Thread Group GET 1-22,text,true,,25484,132,1,2,http://localhost:8090/api/customer/,8,0,0
1606190344929,5,HTTP Request POST,200,,Thread Group POST 2-34,,true,,121,288,1,2,http://localhost:8090/api/customer/,5,0,0
1606190344931,8,HTTP Request GET,200,,Thread Group GET 1-22,text,true,,25654,132,1,2,http://localhost:8090/api/customer/,7,0,0
1606190344935,5,HTTP Request POST,200,,Thread Group POST 2-34,,true,,121,288,1,2,http://localhost:8090/api/customer/,5,0,0
1606190344939,8,HTTP Request GET,200,,Thread Group GET 1-22,text,true,,25739,132,2,3,http://localhost:8090/api/customer/,8,0,0
1606190344943,7,HTTP Request POST,200,,Thread Group POST 2-35,,true,,121,288,1,2,http://localhost:8090/api/customer/,7,0,1
1606190344943,10,HTTP Request GET,200,,Thread Group GET 1-23,text,true,,25739,132,1,2,http://localhost:8090/api/customer/,10,0,1
1606190344950,5,HTTP Request POST,200,,Thread Group POST 2-35,,true,,121,288,1,2,http://localhost:8090/api/customer/,5,0,0
1606190344956,4,HTTP Request POST,200,,Thread Group POST 2-35,,true,,121,288,1,2,http://localhost:8090/api/customer/,4,0,0
1606190344954,6,HTTP Request GET,200,,Thread Group GET 1-23,text,true,,25909,132,1,2,http://localhost:8090/api/customer/,6,0,0
1606190344961,4,HTTP Request POST,200,,Thread Group POST 2-35,,true,,121,288,1,2,http://localhost:8090/api/customer/,4,0,0
1606190344961,6,HTTP Request GET,200,,Thread Group GET 1-23,text,true,,25994,132,1,2,http://localhost:8090/api/customer/,6,0,0
1606190344967,6,HTTP Request POST,200,,Thread Group POST 2-36,,true,,121,288,1,2,http://localhost:8090/api/customer/,6,0,1
1606190344967,7,HTTP Request GET,200,,Thread Group GET 1-23,text,true,,26079,132,1,2,http://localhost:8090/api/customer/,7,0,0
1606190344973,5,HTTP Request POST,200,,Thread Group POST 2-36,,true,,121,288,1,2,http://localhost:8090/api/customer/,5,0,0
1606190344975,7,HTTP Request GET,200,,Thread Group GET 1-23,text,true,,26164,132,1,2,http://localhost:8090/api/customer/,6,0,0
1606190344979,5,HTTP Request POST,200,,Thread Group POST 2-36,,true,,121,288,1,2,http://localhost:8090/api/customer/,5,0,0
1606190344985,6,HTTP Request POST,200,,Thread Group POST 2-36,,true,,121,288,1,2,http://localhost:8090/api/customer/,6,0,0
1606190344985,10,HTTP Request GET,200,,Thread Group GET 1-24,text,true,,26334,132,1,2,http://localhost:8090/api/customer/,9,0,1
1606190344994,5,HTTP Request POST,200,,Thread Group POST 2-37,,true,,121,288,1,2,http://localhost:8090/api/customer/,5,0,1
1606190344995,8,HTTP Request GET,200,,Thread Group GET 1-24,text,true,,26419,132,1,2,http://localhost:8090/api/customer/,7,0,0
1606190344999,5,HTTP Request POST,200,,Thread Group POST 2-37,,true,,121,288,1,2,http://localhost:8090/api/customer/,5,0,0
1606190345004,5,HTTP Request POST,200,,Thread Group POST 2-37,,true,,121,288,1,2,http://localhost:8090/api/customer/,5,0,0
1606190345003,7,HTTP Request GET,200,,Thread Group GET 1-24,text,true,,26589,132,1,2,http://localhost:8090/api/customer/,7,0,0
1606190345009,5,HTTP Request POST,200,,Thread Group POST 2-37,,true,,121,288,1,2,http://localhost:8090/api/customer/,5,0,0
1606190345010,7,HTTP Request GET,200,,Thread Group GET 1-24,text,true,,26674,132,1,2,http://localhost:8090/api/customer/,7,0,0
1606190345018,6,HTTP Request POST,200,,Thread Group POST 2-38,,true,,121,288,1,3,http://localhost:8090/api/customer/,6,0,2
1606190345017,9,HTTP Request GET,200,,Thread Group GET 1-24,text,true,,26759,132,2,3,http://localhost:8090/api/customer/,8,0,0
1606190345025,6,HTTP Request POST,200,,Thread Group POST 2-38,,true,,121,288,1,2,http://localhost:8090/api/customer/,6,0,0
1606190345032,4,HTTP Request POST,200,,Thread Group POST 2-38,,true,,121,288,1,2,http://localhost:8090/api/customer/,4,0,0
1606190345028,10,HTTP Request GET,200,,Thread Group GET 1-25,text,true,,26929,132,1,2,http://localhost:8090/api/customer/,9,0,1
1606190345042,11,HTTP Request POST,200,,Thread Group POST 2-39,,true,,121,288,2,3,http://localhost:8090/api/customer/,11,0,1
1606190345037,22,HTTP Request POST,200,,Thread Group POST 2-38,,true,,121,288,2,3,http://localhost:8090/api/customer/,22,0,0
1606190345038,26,HTTP Request GET,200,,Thread Group GET 1-25,text,true,,27184,132,1,2,http://localhost:8090/api/customer/,25,0,0
1606190345053,14,HTTP Request POST,200,,Thread Group POST 2-39,,true,,121,288,1,3,http://localhost:8090/api/customer/,14,0,0
1606190345067,10,HTTP Request POST,200,,Thread Group POST 2-39,,true,,121,288,2,4,http://localhost:8090/api/customer/,10,0,0
1606190345064,16,HTTP Request GET,200,,Thread Group GET 1-25,text,true,,27269,132,2,4,http://localhost:8090/api/customer/,16,0,0
1606190345067,15,HTTP Request GET,200,,Thread Group GET 1-26,text,true,,27269,132,2,4,http://localhost:8090/api/customer/,15,0,2
1606190345071,16,HTTP Request POST,200,,Thread Group POST 2-40,,true,,121,288,2,4,http://localhost:8090/api/customer/,16,0,3
1606190345078,12,HTTP Request POST,200,,Thread Group POST 2-39,,true,,121,288,2,4,http://localhost:8090/api/customer/,12,0,0
1606190345081,13,HTTP Request GET,200,,Thread Group GET 1-25,text,true,,27524,132,2,3,http://localhost:8090/api/customer/,13,0,0
